Country,Continent,Year,PM2.5,LifeExpectancy,GDP_per_capita,Population,CO2_Emissions,Urban_Population_%,Health_Expenditure_%GDP,Income_Group
China,Oceania,2016,77.06043672409187,45.94296994821952,1671.7025976838281,875703859,7.230778628360924,21.201277128222518,11.923737499050842,High income
China,Oceania,2017,77.71419385786007,48.336495579952775,1778.5974860629992,207411513,15.850783169746025,64.45655556073507,2.5889521270365785,High income
China,Oceania,2018,87.66682484001215,45.0,1726.0264060856716,682583940,19.37357423418593,63.10958150729397,14.270590859289843,High income
China,Oceania,2019,86.32263730664279,45.0,1601.882031677099,552904800,14.20553138048711,58.193175252115445,14.239042514094827,High income
China,Oceania,2020,82.65709409519876,45.0,1456.7170234083899,298904524,8.567182969645176,46.40813582595831,2.5065207200330373,High income
China,Oceania,2021,72.7418313812221,50.86287118979231,1698.0395436635022,781024777,4.060302375363626,77.0127937812255,5.664112072054199,High income
China,Oceania,2022,82.24553582450682,45.0,1794.61288076652,1010622435,12.705825622268863,87.73063860641733,9.123634482225135,High income
China,Oceania,2023,88.85198594379605,45.0,1649.7401704897995,549423203,12.706235729614376,74.34890725193978,6.430446023289232,High income
USA,Oceania,2000,85.72938278585264,45.0,1399.5371374083966,148435376,15.115212649553266,77.85202262754191,6.160644813397953,High income
USA,Oceania,2001,76.76895991730723,48.3234694634821,1992.4939592337273,393073291,10.649873581134585,86.97606195885194,10.798008757515943,High income
USA,Oceania,2002,71.25351977410604,45.0,1646.0909113998146,440980427,9.417302409346021,67.0762919253927,11.780868882689841,High income
USA,Oceania,2003,81.08568299191678,45.713849522570165,1703.4854511131357,248212966,20.0,23.9109808274145,11.581462238283114,High income
USA,Oceania,2004,87.03341678605054,45.0,1611.3154849067753,508742699,20.0,78.69365346347895,7.539189175610234,High income
USA,Oceania,2005,75.43787253769669,45.0,1516.5660222200668,58235484,5.371887792271901,89.06477049508229,6.865520344829564,High income
USA,Oceania,2006,83.73685559870063,45.0,1780.6922831472136,1089251011,11.5183864679286,69.572683690824,8.2616708435335,High income
USA,Oceania,2007,85.35634448076833,45.0,1552.093757952485,1090556652,4.51009362750844,52.80624493958884,2.7319425838638853,High income
USA,Oceania,2008,84.32077503656058,45.0,1808.2198393281385,1228124080,5.963403874075153,56.98590849080464,7.6723658108852275,High income
USA,Oceania,2009,68.4813478057414,51.957512748787586,2174.2873940052777,317953828,7.7553443116631104,68.67877861746533,2.9806491121670007,High income
USA,Oceania,2010,75.60569628606666,46.08478956536269,2011.9743690280325,846786677,14.824657415018317,83.08106073436923,2.5908029444389524,High income
USA,Oceania,2011,77.41042422850846,48.24740613870797,1584.5754601800327,808974235,16.38872273349832,47.17878687929105,4.982131694164345,High income
USA,Oceania,2012,73.97390781649834,45.33735644413407,1769.2439092907232,139795966,13.61298118699984,41.66693314004294,12.579335256190333,High income
USA,Oceania,2013,73.47301054991422,49.2473330680559,1865.6663717396045,970457919,14.348592376804373,84.34235862848917,3.0757294604589798,High income
USA,Oceania,2014,78.67533436624385,47.73664974676733,1688.4127648339845,1193292725,19.876405298545528,89.1093290520461,3.9554195843458664,High income
USA,Oceania,2015,69.39941126120162,53.008039117730014,1936.7080707616233,273781216,11.60172790104089,49.037365163636565,5.554291935099181,High income
USA,Oceania,2016,77.99130240524693,46.098309984906024,1871.0584070996374,1063352016,8.600195136146988,34.353172995456745,5.26875171365338,High income
USA,Oceania,2017,73.6045650796382,46.85566963787951,1836.5883151998578,202418785,10.27083102611899,27.94903145397403,10.730451542706394,High income
USA,Oceania,2018,85.72084378426862,45.0,1748.1878565704728,223938165,20.0,26.18857563559526,12.293631913105228,High income
USA,Oceania,2019,75.14879084935419,52.504120157744694,1893.4905051341532,599552461,16.985125351005298,34.90749130562375,3.7728291826280067,High income
USA,Oceania,2020,69.31071838782817,53.23331839004953,2064.5722339048316,204780344,12.371781103756238,74.85571089188002,7.155056170176512,High income
USA,Oceania,2021,82.8728207903064,45.0,1429.2829172379313,1155992912,9.49400126741579,52.13950293667829,14.740423478711202,High income
USA,Oceania,2022,67.62787340645662,51.007823217746115,1705.5382194105555,326830514,12.464889253187701,52.208341128850044,9.601959377338998,High income
USA,Oceania,2023,86.02404773524819,45.0,1716.7689169282137,66438362,18.657707077904202,32.06239098411409,4.49975724451272,High income
Germany,Africa,2000,15.281984994691543,76.24095651618651,5466.270856749338,887196569,4.180452948126997,29.012387880975073,6.291293673032021,Low income
Germany,Africa,2001,16.233289443366203,76.33613579130896,5485.781534896686,51066487,4.35692813633404,84.46106803722692,2.7940134781132286,Low income
Germany,Africa,2002,23.616251684136536,71.95114671286063,3287.2152915434963,900148494,4.348877520954391,84.68292313752032,5.069514930526257,Low income
Germany,Africa,2003,20.319932264297233,78.03425931289301,3466.909190667668,635534586,2.2983720157340297,69.93447101191867,13.63768888993359,Low income
Germany,Africa,2004,34.753884403410176,69.86220762116406,3166.1403549391525,141090082,5.188440701186069,27.340841657273664,11.586267679219649,Low income
Germany,Africa,2005,20.659087706812635,72.08838400479745,3359.4288295390793,152765117,1.6514984816428235,82.33690965179264,9.716701896202633,Low income
Germany,Africa,2006,24.63613534386606,73.98920085073763,3271.2798769779206,160371374,5.769921324251175,59.04195861653062,9.624960650589868,Low income
Germany,Africa,2007,9.321640254320117,82.47409221730943,9182.448734522766,462946175,1.796229517989586,44.92677081284924,14.824698234308736,Low income
Germany,Africa,2008,12.366642492038281,79.94261722736199,6529.284206792425,1057380406,2.126474477280431,79.55722624853024,3.1425391190218703,Low income
Germany,Africa,2009,23.34690138352556,73.61695742880813,5378.238605583058,734956599,5.386691038767318,77.46030312073468,11.339944520875198,Low income
Germany,Africa,2010,10.62867256782803,84.91906360928917,5099.681405756684,1391191733,2.4205539056017726,33.96548491368238,11.571213388080347,Low income
Germany,Africa,2011,28.594382018372002,71.23471952952286,2787.1657342616627,27216317,2.533195713404532,53.67980712983722,8.923662623170616,Low income
Germany,Africa,2012,18.61672333609874,74.8767180566801,4462.988281998738,867425729,2.431129253860457,76.69121120982444,5.31032851192893,Low income
Germany,Africa,2013,24.8911258852762,74.09771335596457,3663.427761156295,1264963554,3.415487279238757,85.06704009734781,12.798052301240478,Low income
Germany,Africa,2014,20.208126783085856,75.07472444674838,4119.20568424408,1036605287,4.6559349851091065,23.366625077486137,12.159688262768395,Low income
Germany,Africa,2015,22.019064822228216,75.38316984219087,4240.052451137681,801603300,5.584996632942215,66.563805448734,8.79985052199855,Low income
Germany,Africa,2016,23.715103878292446,72.4904009965181,4488.513451347735,919188647,3.420574268953462,52.38758499687245,5.917912364133847,Low income
Germany,Africa,2017,19.451572257081743,78.62708849600969,5645.312083212418,137826817,3.6158180512296534,83.45304776751829,10.115093946881897,Low income
Germany,Africa,2018,11.966549132234778,81.30423352029646,8359.42510337312,516708572,2.0804552482699847,71.90226377973318,9.450961040346053,Low income
Germany,Africa,2019,24.209869250702617,74.33661147292985,3827.862987402304,920398209,5.825249735246299,81.37359457332246,6.447062733306797,Low income
Germany,Africa,2020,25.794355180381956,71.21354729331775,3668.394153716905,955567499,6.267267250241054,20.854215062263115,9.779755115667951,Low income
Germany,Africa,2021,27.89030022812254,72.08888134617465,3798.3311795962722,359165029,2.97973680487241,49.6517803694338,5.743085014184439,Low income
Germany,Africa,2022,23.169075293312318,73.84077387810989,3805.5892376433344,1100578336,1.263352817795811,81.0486736260906,14.11753767228696,Low income
Germany,Africa,2023,28.27029845381438,72.04540001121639,3382.126588398175,656150185,6.86435829783148,46.21047588042954,2.8959800117738443,Low income
Nigeria,Africa,2000,12.214623579124718,77.95212531697875,6447.42943049395,1338642933,2.1950840705360806,61.38928050214505,7.187035150311694,Low income
Nigeria,Africa,2001,13.07095262150886,77.61076154935073,4265.162241343632,491774306,1.954658663399268,57.6176922056546,13.958123013365887,Low income
Nigeria,Africa,2002,7.4111876156985375,78.7042486480235,7018.086289178102,965670378,0.43141758971620287,83.89246240153902,5.226943755842974,Low income
Nigeria,Africa,2003,7.889639980175043,81.60954316862997,10555.837695820392,1205719900,1.5396402641031333,64.25850015436713,2.170227935648337,Low income
Nigeria,Africa,2004,8.775031261676855,81.64582298645783,5164.753102443348,367574043,1.6125649407887181,32.91240099931993,5.894746852964202,Low income
Nigeria,Africa,2005,9.506668876172164,77.02274320261374,8305.483953223345,882068063,1.5881646813778194,63.74831909357366,6.9104373167222,Low income
Nigeria,Africa,2006,15.376520444906701,79.64474143739686,6206.923721167883,119746097,2.7846504466017516,50.853392285675966,7.209919791379238,Low income
Nigeria,Africa,2007,7.973350288029125,81.42072845226313,11288.297424882976,1088684226,1.142799000522237,38.952127120048765,10.371994062107206,Low income
Nigeria,Africa,2008,12.051537258238788,78.83505172505458,8014.668375578152,683573148,1.8317869495802337,58.62058166815378,5.300551332562955,Low income
Nigeria,Africa,2009,13.988848796450974,75.18387454096295,5099.366781162241,299257636,1.3238510100454264,65.69222754963123,5.096376153607444,Low income
Nigeria,Africa,2010,12.659365123613131,77.92067582309424,6166.129763937536,722920164,1.079469915178519,48.44746157914654,6.211870794388395,Low income
Nigeria,Africa,2011,15.015711896344625,76.06019243797529,5532.283293227401,528322735,1.4318811500913144,60.81290926787845,7.478519157702474,Low income
Nigeria,Africa,2012,7.653485959658195,79.54064620206121,9083.731377820064,1152324555,1.9720249488138957,44.163450141689296,12.059848801617424,Low income
Nigeria,Africa,2013,18.609572517383494,74.97323878279646,6012.2061028237895,1202554795,1.5823402021358492,80.79275831285389,8.336605577243677,Low income
Nigeria,Africa,2014,14.432130357714005,78.08453834406674,4700.5584055500685,1154960461,3.397637183816365,68.91920972126331,7.233150566760747,Low income
Nigeria,Africa,2015,16.94794116300543,74.12568942569406,4422.6400931247335,738356908,3.776093901488207,67.82286995118369,12.693590386851762,Low income
Nigeria,Africa,2016,20.594722007608787,74.95622531555654,3670.8136517411044,651345624,3.591023900395546,70.41418071426071,3.3855234916727666,Low income
Nigeria,Africa,2017,11.739914288344876,77.83762413218157,7719.216322407806,1077879969,2.349499831966507,66.55256721823788,4.279826622104845,Low income
Nigeria,Africa,2018,13.070484664052813,80.07794416380098,6251.370108116005,202717311,1.809841833300408,87.10390241192543,4.396821968826522,Low income
Nigeria,Africa,2019,14.59703126125182,77.25640142503181,7500.259656388128,941794992,3.3629109955168217,62.72832669055703,14.340988361750954,Low income
Nigeria,Africa,2020,16.460353246153723,76.53317653156117,5819.853135121781,1160259897,0.9513390169155029,38.358483100987755,9.736013099103314,Low income
Nigeria,Africa,2021,13.83430976022049,76.76530746832704,5120.916508876666,1164559065,2.33190194511458,44.106861243096326,6.570022094744845,Low income
Nigeria,Africa,2022,22.135883993086733,72.52349974227684,3949.708231376256,327131490,5.639682670280477,75.95911152782855,11.031054121107548,Low income
Nigeria,Africa,2023,16.970041925489788,73.3745295974742,4442.883449627878,588631548,4.200142899875287,68.33921627119484,8.776908676376403,Low income
Brazil,North America,2000,89.90262081008842,45.0,1614.9057262811364,590405135,20.0,37.47676062014301,8.362524527360826,Lower-middle income
Brazil,North America,2001,88.59260850099702,45.0,1626.0721515255625,1344701382,5.181471122808578,68.8194187072788,5.86553709584316,Lower-middle income
Brazil,North America,2002,86.24674163605081,45.0,1697.6403941221606,1371526097,15.576907057840003,65.11826554380755,10.452175555761967,Lower-middle income
Brazil,North America,2003,90.95579077228004,45.0,1698.5202004802943,130987754,12.276188561920124,70.73367400701329,2.849632430386251,Lower-middle income
Brazil,North America,2004,88.5073693885547,45.0,1459.9086908936729,541699345,15.93504623072354,49.877193965840505,13.396649912211844,Lower-middle income
Brazil,North America,2005,80.97399690284185,45.0,1380.3177621115246,797600076,14.756238308271469,85.73473889590274,12.38418206505765,Lower-middle income
Brazil,North America,2006,83.85807515483222,45.88965730295505,1678.5580440537449,1167886635,20.0,73.77913897051627,7.430968168175339,Lower-middle income
Brazil,North America,2007,94.34237813398764,45.0,1365.912156197202,1276617655,11.491821298063057,40.741568431919305,5.036900763648829,Lower-middle income
Brazil,North America,2008,86.27109296840018,45.0,1681.3716804496137,938393291,20.0,75.85925255003684,5.366774470823578,Lower-middle income
Brazil,North America,2009,87.81454633076194,45.0,1575.017313198649,488098188,20.0,72.03469760255369,2.8448233232776223,Lower-middle income
Brazil,North America,2010,92.13537110602311,45.0,1689.2145089246385,517851053,9.9199807316942,32.35696224038558,4.86632071791228,Lower-middle income
Brazil,North America,2011,89.22140148936862,45.0,1381.5623620901315,930104598,20.0,84.94265982366491,14.933801694403659,Lower-middle income
Brazil,North America,2012,84.57752106345123,45.0,1667.087432738133,661977879,20.0,52.436652375093395,10.098185978156543,Lower-middle income
Brazil,North America,2013,75.2161814103649,45.63516692063198,1759.2287710295996,191596290,20.0,80.34893320858154,12.523708971423416,Lower-middle income
Brazil,North America,2014,89.73723876869823,45.0,1552.6442593778154,22827621,10.314258767028212,70.63940795820095,8.446384556024022,Lower-middle income
Brazil,North America,2015,83.85646091015323,45.0,1578.7802510585618,70058877,16.61212810480049,77.72766761476043,6.52151970272851,Lower-middle income
Brazil,North America,2016,89.85397485346564,45.0,1734.7053449585887,1278435026,20.0,37.169987257873416,4.045428576132838,Lower-middle income
Brazil,North America,2017,84.12198277782164,45.0,1842.9970750773962,455553955,17.21580306498664,72.69016476903488,4.061866368809958,Lower-middle income
Brazil,North America,2018,84.5929005623476,45.0,1436.5648551898735,1366657955,15.99190157982041,72.96450626494543,5.362948299072803,Lower-middle income
Brazil,North America,2019,89.70719087413148,45.0,1536.1638871759394,39965695,16.59550242555923,74.58917766058005,3.3907483047504594,Lower-middle income
Brazil,North America,2020,87.69143582388786,45.0,1462.1657855464741,570606715,8.319666295589576,72.75891838353634,12.254490764319675,Lower-middle income
Brazil,North America,2021,89.03771564340192,45.0,1379.1813840974905,1164868683,5.951071707667242,60.75193221233913,6.496479740388438,Lower-middle income
Brazil,North America,2022,84.04385806685482,45.0,1780.4663312755695,1073246435,17.80833974681924,61.60771014599817,6.986959385273083,Lower-middle income
Brazil,North America,2023,92.12754126385688,45.0,1339.0050157646801,683634721,10.908515060381786,89.79871501103977,7.540356929067649,Lower-middle income
Japan,South America,2000,22.151206474896686,75.8990145610649,3813.501518103335,776238605,2.3815519820297664,29.193458848656462,13.284706192919808,Low income
Japan,South America,2001,21.062226022960623,74.95550231677642,4482.0995312143805,1118095570,2.4970069438479237,88.87843535718798,7.321342082095559,Low income
Japan,South America,2002,17.70184451201023,76.85318853702347,4440.165042119774,652404056,4.048960774990095,59.392520044036786,8.129921981332664,Low income
Japan,South America,2003,12.82925793045563,78.89386566224032,5840.540155788168,660956231,3.114051693813078,79.13482596818213,11.893311882258985,Low income
Japan,South America,2004,14.186180913576617,78.55340106902966,8047.938752286261,502009282,1.3670473327266688,52.34681035359625,2.0160138571635366,Low income
Japan,South America,2005,27.098588549030083,74.45278340549389,3874.4969539121116,969687535,4.685309016224788,24.494625595259386,9.565628224887185,Low income
Japan,South America,2006,23.111242546235502,72.13913076827747,4150.274315405402,50909831,3.8399248406844855,67.63196384515277,7.142086090439593,Low income
Japan,South America,2007,24.98379984565065,73.99226925422226,3865.760921104681,964298058,4.2504123409660854,27.34511248927224,5.1465852062128565,Low income
Japan,South America,2008,30.91815621046916,69.49571571587578,3177.4329100714663,42965471,8.821239857275721,25.069139050243905,8.945148677693787,Low income
Japan,South America,2009,16.552483939778384,78.8740065805454,6323.514607550309,863683225,3.680713654160017,76.0410689376358,4.6019531751825316,Low income
Japan,South America,2010,25.90480198422189,73.8968663737146,4819.693846436056,224214950,5.264789468530044,40.91851204361197,14.157623598892975,Low income
Japan,South America,2011,19.639264840386158,76.22460829431708,4273.56654562537,345090630,4.226468570802882,58.71010168143709,9.76718621421509,Low income
Japan,South America,2012,18.403909850365842,78.79517475254724,4878.195674763552,351598090,4.255106158786535,61.52950538171251,10.4538244163549,Low income
Japan,South America,2013,30.75082044118784,68.77651261540709,3346.4902077422507,1050170604,2.9376098531760366,75.27889549997354,10.563201081511389,Low income
Japan,South America,2014,33.733076559895494,67.9402039068058,2663.238898758387,183444343,9.90734692018479,65.52279804428558,4.594051862078887,Low income
Japan,South America,2015,16.396746220321262,77.22481683060016,5610.013228269411,749154672,4.379048291331998,70.90183488364156,11.655184775599754,Low income
Japan,South America,2016,9.586367159746407,78.40361492805566,9081.67596704561,173267671,1.7813879317480361,55.97971074661075,9.64475891517103,Low income
Japan,South America,2017,18.49377022726242,75.0067845219424,4664.775774216576,1259236835,2.8744909917695765,39.37794580645361,9.70055427171371,Low income
Japan,South America,2018,26.29072654992136,74.61481943333422,3015.959518296299,927961159,3.9785111253475285,62.129876856340594,10.223026931941979,Low income
Japan,South America,2019,20.061229352613704,70.3200267787202,3840.205351324222,1062849405,1.4915192639921728,48.35145593562251,9.707939197813165,Low income
Japan,South America,2020,27.966485081887015,72.78621030256477,4057.0514933980094,1341665688,8.176088066791166,38.06934028907892,10.537576639036798,Low income
Japan,South America,2021,24.446627052700382,71.36052874126152,4961.788443905029,1008917342,2.6649907633970504,25.144772313100887,4.206852766138029,Low income
Japan,South America,2022,8.432237187891953,81.29222919054642,6256.240928345608,1069219667,1.6609069734589672,86.40083483960036,5.28286116698045,Low income
Japan,South America,2023,12.425515963887735,75.7620510163785,5494.303960540379,144932619,2.0956591790902186,79.0919314278438,12.473711988350692,Low income
Australia,North America,2000,77.50784811452347,45.85337624456831,1516.6537310531294,134872126,8.354007319479487,23.618778606906886,10.320038568879879,Upper-middle income
Australia,North America,2001,75.68370786357639,46.08466898772879,1585.8491142457947,364657906,4.570782423034698,30.38402406734622,14.826191598465009,Upper-middle income
Australia,North America,2002,79.49977181173331,46.15518387777601,1611.8609650464844,67984430,14.344343504312645,43.98574416846407,8.91918485474189,Upper-middle income
Australia,North America,2003,75.13963788733889,48.44103534958019,1903.398063158053,671718620,12.09278959211012,80.76995780642537,4.302947262816017,Upper-middle income
Australia,North America,2004,83.15339749707076,45.0,1658.3833302378537,1049604625,17.00169416408346,80.82334891351027,9.417926706304787,Upper-middle income
Australia,North America,2005,84.3306885084169,45.20871635691231,1718.6692792972735,718137199,17.946265758744616,27.461512121559352,10.551988959839468,Upper-middle income
Australia,North America,2006,78.48236711066203,46.416341265275946,1774.5820556298283,288832652,9.58830057753201,27.63767422360248,10.456651421292305,Upper-middle income
Australia,North America,2007,83.31043199336591,45.0,1505.1661288630812,1366087562,11.989875997715098,40.780849219219654,10.43797056432711,Upper-middle income
Australia,North America,2008,84.3493598547416,45.0,1628.7977587698845,209304732,13.679222952515946,36.62808916120292,6.852273291181421,Upper-middle income
Australia,North America,2009,87.01313464430883,45.0,1552.9040583727124,182950548,20.0,56.33572495953526,8.229364409186502,Upper-middle income
Australia,North America,2010,71.855196509809,45.78160425118171,1798.0061885521973,464448846,10.677059285395954,58.458996690131734,11.709384309765696,Upper-middle income
Australia,North America,2011,79.70014290778333,48.791489299539045,1603.6620369010554,634399086,5.405269072864654,86.82620210233152,10.511010058607527,Upper-middle income
Australia,North America,2012,72.71653456431193,47.6776391281876,1624.993609371108,715388813,12.46855437088947,37.97435974043556,5.703347725504997,Upper-middle income
Australia,North America,2013,83.65756250329854,45.0,1532.8711151031891,474879971,19.19179327872866,47.993364476290935,14.697428102613525,Upper-middle income
Australia,North America,2014,79.26022948142197,47.99869010882796,1905.649617129597,1288549990,14.369154050243909,69.63323832057029,3.38940000023167,Upper-middle income
Australia,North America,2015,70.83809017596865,50.46190438793648,1733.992009325195,1315227974,17.98842350116852,46.14567781268713,8.844489523999153,Upper-middle income
Australia,North America,2016,80.04054782781304,49.480635621726016,1793.6635303988219,630667598,16.22784065639373,48.771992886469334,12.918196937267364,Upper-middle income
Australia,North America,2017,77.42644272609984,47.78953061110197,1880.6280832545397,1181282929,18.03954948576145,79.58219825969395,10.728520703897987,Upper-middle income
Australia,North America,2018,81.73644988627738,45.49378753434442,1653.1092686550633,658060420,7.520043712194026,71.58116214609275,13.21636200806197,Upper-middle income
Australia,North America,2019,77.87662054923844,45.80204832591393,1836.195533303053,460965403,7.908101451638008,64.65725553211792,5.339490019394292,Upper-middle income
Australia,North America,2020,76.06758235669147,47.29335549283157,1661.315870359741,417813318,17.0228705215398,48.30231376730045,7.566594994032992,Upper-middle income
Australia,North America,2021,83.68497861093749,45.36560896749796,1409.5091617255239,448147538,16.80434979089897,43.60589929287943,13.771822300285761,Upper-middle income
Australia,North America,2022,75.05988227344533,49.2062651491932,1768.269347194688,1389870279,10.638914139831622,44.04923323429928,10.023025184143409,Upper-middle income
Australia,North America,2023,84.99580861818664,45.0,1399.7528345255164,603017951,15.724477767225714,81.60553612930208,10.461405797613525,Upper-middle income
Canada,Oceania,2000,38.706713977173386,63.227360974030894,2688.3840408384563,249177872,11.568280354745141,51.24466458383495,6.336404143138605,High income
Canada,Oceania,2001,28.4435271301445,71.10111616150314,3266.4698070000622,1095520110,2.850992062690695,57.50793791311569,3.256793845407355,High income
Canada,Oceania,2002,40.48569414172739,64.14359214339358,2889.3140355753217,1269947923,6.83081254519009,46.77683961708058,3.5577770262294024,High income
Canada,Oceania,2003,36.89495352490883,68.08071539453813,3165.702962519257,400127635,7.59653892066047,26.238710248121162,11.818515466458503,High income
Canada,Oceania,2004,33.23607353871834,68.07702355787974,3125.113419158762,156307661,2.6393516174624074,35.915011006726914,6.441768524659971,High income
Canada,Oceania,2005,24.886110312355783,70.1756476994647,4080.51117585651,1398093186,3.7141369720870308,51.30417783533849,9.807726333688024,High income
Canada,Oceania,2006,36.749987629784684,66.687539939605,3334.6466919845616,896545833,6.441841011631323,47.80251442004477,9.016524043879258,High income
Canada,Oceania,2007,39.949099568407256,67.19262001728097,2879.8311940787153,607784578,9.887706118946118,41.32753973686285,3.0519506796662785,High income
Canada,Oceania,2008,26.6288049715966,70.97956540075057,3269.618356788452,314710545,5.598520358546824,77.57363945440527,3.7228207456440296,High income
Canada,Oceania,2009,44.89275719409534,61.95334083416735,2148.352854546267,12021186,12.938064875139581,77.76405371908977,10.661989515855517,High income
Canada,Oceania,2010,32.265766403275386,66.7637270221629,2861.193027017054,344448748,6.046036229386007,87.6075512807254,7.622472418291716,High income
Canada,Oceania,2011,32.890741088857524,64.6036963228635,2725.487943611463,605844421,1.6472711476227457,21.238146672928007,9.833191129957244,High income
Canada,Oceania,2012,26.00697208811233,68.87120438541169,3232.304576901356,910482328,1.6785146559680122,89.6406422018837,2.7511472929527665,High income
Canada,Oceania,2013,29.75012387767521,69.30307574856403,3393.3265393107836,434988466,2.809649208849134,68.41326388985235,10.034671765733417,High income
